Fecha;pm25;so2;temperatura;humedad;ws;wd;radglobal;ppa
171104;9;6,05;13,75694583;74,39376667;1,447879792;173,4783167;151,2374583;759,1625
171105;11;22,13;15,54451667;74,954925;1,9607815;210,8463125;291,2174167;758,9333333
171106;4;2,3;14,39915;92,23670833;1,745260542;229,2235792;77,50470833;758,8958333
171107;6;3,36;16,01587917;80,9845375;2,565563083;220,8025042;243,8035417;758,7291667
171108;8;7,12;14,703675;85,57715;2,308006292;193,052325;264,45975;758,6541667
171109;10;9,94;18,1231375;65,8497875;3,844294292;193,4149917;307,2636667;758,8833333
171110;20;18,66;19,93647917;55,7617625;4,1776035;191,3268917;302,5471667;723,45
171111;16;6,2;14,1360875;87,0453875;1,805537458;172,9761675;305,8575;755,0541667
171112;13;6,25;14,34604167;87,33218333;1,904455417;159,2672708;216,0225833;755,9958333
171113;7;4,79;15,077475;83,24243333;2,109952083;179,0510833;203,0688333;757,4041667
171114;8;7,58;14,73306667;85,58246667;1,917301042;221,9255796;103,7534167;758,0208333
171115;9;4,22;17,1520875;60,1625;6,036250417;209,0974167;305,974625;760,1916667
171116;11;4,79;16,9020375;56,87032917;5,7153675;209,8379583;308,1213333;758,7416667
171117;14;8,37;15,7708125;68,63377917;3,341504167;201,769575;309,3412917;758,7375
171118;17;14,27;14,76317542;67,76132083;2,718141;164,7312542;313,6990417;758,8166667
171119;12;5,24;13,5672975;80,72324583;2,716934083;186,5368;307,98875;757,7666667
171120;10;6,96;14,18109583;75,95835;2,375762375;190,9817417;249,1325792;759,7041667
171121;16;19,07;16,41156833;63,31845833;2,713836292;175,9586458;317,2263333;759,0458333
171122;16;3,96;15,0440875;74,73970417;2,14532875;212,049825;318,392375;756,4375
171123;12;1,42;11,65749167;71,21997083;1,639916125;157,8407917;230,4952917;757,175
171124;12;2,02;15,36255417;72,97227083;2,286714292;222,9033417;206,930375;760,7416667
171125;20;20,91;15,62225;72,7442125;2,197807167;215,5271625;326,94625;757,8291667
171126;9;1,69;14,80618333;84,79400833;1,78799925;166,0232667;126,873625;757,8333333
171127;9;1,72;14,63310833;86,741225;1,702998583;266,61925;132,769875;756,4958333
171128;10;2,26;14,51977083;85,9582375;1,495953833;270,2698167;98,45908333;758,025
171129;12;2,48;15,64887083;71,323875;2,409814167;219,7974583;186,4902917;759,8083333
171130;15;5,04;14,31702083;82,5867;1,879381375;178,5267292;309,8728333;756,575
171201;10;2,69;14,92287917;84,47039583;1,831174125;258,8662083;162,8284625;756,4541667
171202;14;1,18;15,38082917;78,04607083;1,769486083;234,2577917;187,4810417;758,2916667
171203;9;1,42;16,08705417;72,90318333;3,018595833;220,27745;319,3145417;758,9
171204;13;13,47;15,10317083;80,4753125;1,798306625;209,0465875;205,7596667;756,5583333
171205;11;2,47;15,75466667;81,00477083;2,086092083;241,0682917;89,85670833;757,45
171206;9;4,89;15,77500417;80,00363333;2,329888542;224,4684167;159,192;758,2333333
171207;14;3,69;14,9137625;85,6804625;1,607283583;262,6524458;101,1021667;757,7833333
171208;10;4,64;15,9725125;75,91308333;3,416965417;211,2024042;263,1628333;758,5125
171209;15;17,07;15,48388333;77,78350833;2,428055083;207,3497083;310,086;758,3083333
171210;13;5,89;15,63897917;85,6442375;1,876028083;126,1600208;228,751125;756,9583333
171211;9;5,31;16,01888333;84,12886667;1,571593;146,842575;108,390625;757,9958333
171212;8;7,36;17,03617083;78,3164375;1,722568796;117,4393583;190,2457125;759,6708333
171213;6;2,81;18,7359125;71,00060417;2,54852545;194,7673125;330,8747917;760,2916667
171214;12;16,26;19,78526667;64,69972083;3,728737371;207,5362208;332,9836667;757,0041667
171215;15;5,71;16,78610833;80,7229125;1,6113215;229,0233083;236,9862083;754,85
171216;7;7,26;16,84965;76,88225417;3,858668792;227,01;237,205375;756,8083333
171217;11;11,3;17,24417083;68,64491667;2,49684975;193,7641958;336,3029583;756,225
171218;15;5,48;16,1258125;75,89595;2,609858417;201,9694;214,7992084;756,6458333
171219;13;3,05;15,81080417;81,53553333;2,718547875;212,2455125;320,6078334;756,2041667
171220;11;2,45;16,83483333;79,94710417;2,567495708;213,593975;274,5893333;756,6791667
171221;11;3,46;16,8077625;79,18050833;2,299336917;206,0645958;290,6342083;756,5666667
171222;16;4,09;18,45789167;67,16956667;3,370864875;199,8287708;338,149875;757,4833333
171223;17;3,48;17,93770833;67,5677625;3,203759208;183,4640208;335,7656667;757,4
171224;22;16,72;17,77793333;66,983025;2,77061975;215,4485542;339,6582917;757,15
171225;12;4,2;15,9706375;84,80962917;2,607465833;170,6291171;293,8786708;756,5916667
171226;7;6,31;17,5384375;79,16662083;2,501930458;214,1552042;260,9588333;758,7
171227;5;3,27;11,36776667;70,81793333;3,664582167;206,5460375;316,7329583;758,2625
171228;4;3,07;15,987725;85,48184167;1,856905246;213,1865083;297,9409167;757,95
171229;8;3,1;18,3932625;74,60919583;3,062238604;219,5427083;269,3622083;725,7791667
171230;8;6,41;17,34054167;79,40712083;2,39264475;209,6135542;287,2177083;726,275
171231;19;3,46;16,32080833;85,3661125;1,932133458;205,5986458;137,2062917;758,1208333
180101;18;3,34;15,68907083;81,882225;1,972202625;231,7006417;260,6177083;759,7708333
180102;10;8,44;16,36615;79,23984167;1,913633458;219,7517583;322,4763333;760,0083333
180103;10;3,27;17,71579167;78,28734167;1,84074025;189,1705292;321,9835833;758,1125
180104;11;2,43;19,98012083;77,76502917;2,737226863;205,3099417;292,6199583;757,6333333
180105;16;1,04;20,3289;63,123525;4,798739167;220,9134167;316,83375;758,4375
180106;24;1,41;18,56957917;62,8582625;2,68254925;162,8255458;324,5370833;756,275
180107;22;1,16;17,54182917;73,6958625;2,754840792;95,2817375;222,8332083;757,1583333
180108;21;6,88;18,469575;74,46342917;1,305245292;138,471425;231,1079583;757,775
180109;24;11,41;17,7556125;79,98219167;1,840204583;176,2872292;318,130625;757,1833333
180110;13;1,86;17,317025;87,63115417;1,570224917;221,052525;237,22925;757,2125
180111;15;1,78;17,89914583;84,03542917;1,823368333;241,880375;127,9073333;758,1
180112;8;1,85;17,00670417;85,79609167;1,039902304;249,0807292;119,9831667;757,625
180113;14;1,85;18,16287083;80,71275417;1,240529996;218,9245125;188,0707083;757,1416667
180114;9;1,74;17,76539167;86,309625;1,050055871;182,8540167;132,3754167;757,3666667
180115;;1,84;18,45890833;77,37595833;1,5864405;190,9825625;213,7364167;759,2958333
180116;;1,8;18,52913333;68,74707917;3,188551;214,0707917;266,9384625;759,5583333
180117;;4,41;18,17557917;70,53417917;2,384972708;211,6608167;325,50925;758,1375
180118;;2,57;16,598625;84,13080833;1,724719917;194,6628833;306,7114167;757,3083333
180119;;2,7;17,57284583;82,39324167;1,316861542;146,1264958;177,7292083;756,1791667
180120;;2,1;17,8549125;82,9322;1,260669588;186,7099917;164,24525;755,725
180121;;2,01;17,95525417;79,09323333;1,576739792;257,1862917;114,0350833;755,8708333
180122;;;17,975525;80,74110833;2,217404292;192,4960208;224,4541708;754,5833333
180123;10;1,01;18,05840833;78,89302917;2,288598333;228,1805;170,457;755,5208333
180124;18;3,97;16,66958333;83,29434167;1,761305208;184,3866;127,7045417;755,7291667
180125;;0,63;17,82972917;75,05025417;2,515982083;226,3554583;168,9520417;756,7208333
180126;16;0,67;17,1923125;67,791075;4,957613292;205,9945;308,6924583;757,0166667
180127;21;5,86;19,18982083;62,0677875;3,740145667;192,3985042;310,6616667;755,3666667
180128;14;2,03;19,3240125;62,80653333;2,984070708;204,6003588;311,2084167;752,4333333
180129;7;1,61;16,4605375;79,44752917;2,442121417;200,1196125;241,0034171;753,4791667
180130;10;3,62;16,80274583;70,56289167;2,768128792;202,5019833;302,7535417;755,625
180131;16;2,79;15,78185;81,12385833;1,697927083;222,8323792;307,799875;754,6458333
180201;18;6,01;16,33518333;78,35528333;2,116991083;157,2962042;300,3029167;755,1166667
180202;13;1,42;17,51500417;80,662425;2,059143458;177,9672125;233,1261667;755,6
180203;11;1,33;18,02281667;79,71625417;1,672003417;233,3658583;232,4522917;756,1291667
180204;13;1,2;17,464575;84,07005833;1,675367917;203,0327667;161,9052083;757,0625
180205;9;1,21;12,3016;85,1471375;1,312686304;277,5019167;223,5116663;756,9541667
180206;8;2,32;18,40939167;79,67948333;2,210136458;240,1348333;194,1557542;756,8083333
180207;9;2,89;17,28695833;82,55441667;2,010170542;260,1072083;214,6792917;757,5166667
180208;11;2,88;17,32967917;79,846875;2,66295625;239,9997021;224,6199208;756,8125
180209;18;3,33;19,29229583;63,07943333;3,630228042;209,694275;308,01875;756,2833333
180210;23;4,82;19,50269583;50,21336667;3,971154583;200,182825;312,5830833;756,0541667
180211;;4,77;16,06622083;67,6900875;2,1352105;183,2188;310,36575;757,5791667
180212;16;6,25;15,279175;81,08531667;1,617447125;172,9607167;302,2902083;755,0291667
180213;14;2,45;16,23133333;83,46166667;1,629743125;142,4860125;205,971625;756,7458333
180214;18;5,18;16,66012083;80,70678333;1,562629375;176,8076325;288,847;757,175
180215;15;1,73;16,3692875;82,61589167;1,426249167;249,362725;109,1627958;757,4416667
180216;17;2,17;16,32689583;85,16413333;1,548436725;189,6878;136,79075;758,8208333
180217;13;7,33;16,7656375;82,9799875;1,836962458;196,6573417;167,1607917;757,1583333
180218;10;1,35;17,56368333;84,606875;1,709127496;236,5764167;235,7115833;756,2958333
180219;10;2,15;17,899075;84,27710417;1,829784254;213,2667542;215,3097083;756,5416667
180220;16;13,16;17,83153333;80,1076625;1,583205583;205,7055958;292,5462083;757,8583333
180221;11;7,7;17,79464583;86,57734167;1,496823571;176,5614892;234,870625;758,325
180222;10;4,51;17,1750375;82,29262917;2,086243333;170,2297083;261,6910413;757,925
180223;13;10,14;17,3211;86,94228333;1,685605875;208,9166708;163,38025;757,5541667
180224;9;3,37;17,32655417;79,9384;2,865341042;223,6709167;147,310875;758,7541667
180225;10;4,47;16,09859583;80,86600417;1,699482792;213,1570958;192,4053329;758,9333333
180226;14;14,1;16,22114583;85,295725;1,205001167;177,0656333;157,0555;758,625
180227;11;3,5;17,50135;79,50692917;1,652042583;208,0702875;95,5675;758,8541667
180228;9;3,32;17,47539167;76,86494167;1,7949425;226,4107083;136,7233333;758,5666667
180301;11;3,92;16,41503333;84,4645;1,282304;228,6115375;161,0245;758,4125
180302;10;5,46;17,28660833;80,23112083;1,770370083;222,8199792;109,9822084;757,9875
180303;10;3,28;16,75675417;76,55583333;2,714393125;209,17375;156,831125;757,7166667
180304;16;10,77;17,24989583;73,28690833;2,632724292;189,7810292;267,5457917;757,0291667
180305;10;5,39;15,76310417;82,70008333;1,342862458;175,7849833;226,7676667;755,6083333
180306;13;4,7;16,05139583;82,1784375;1,197864208;142,2299958;237,8072083;755,5375
180307;;3,86;17,09968333;80,2429875;1,0966595;132,1718458;158,199;756,5583333
180308;7;3,29;17,25746667;75,444225;1,161262417;194,4932796;136,9007083;757,5291667
180309;12;6,8;16,49240417;80,32178333;1,688446167;222,6025167;256,6765417;757,1291667
180310;9;3,4;19,24562083;63,7009;4,72399525;201,9490417;257,1652083;757,8375
180311;13;3,9;19,7541625;51,90028333;4,40172625;199,5272208;263,49175;755,2291667
180312;12;5,11;18,6920125;57,41506667;4,353274792;190,8103917;261,5264583;754,7666667
180313;16;5,96;16,01592917;67,1042;2,665785958;160,1521667;262,9892125;755,9875
180314;15;6,06;16,47030708;58,71745;3,245946125;181,78265;260,2638708;758,2875
180315;14;7,04;15,7706125;65,8043125;2,247758583;169,330275;256,2869167;756,3208333
180316;10;8,03;14,18459958;80,850475;1,75445425;209,7966625;258,2729583;757,6375
180317;12;9,97;15,51312083;78,54025417;2,326327417;195,8308917;237,8897917;758,9125
180318;10;5,3;18,82679583;60,8490875;4,273823417;214,8304167;249,5669583;758,0166667
180319;11;5,04;14,72867083;77,06921667;2,303763;155,4986125;246,7228375;757,05
180320;12;7,99;14,12649542;80,4930125;1,402388625;207,504125;243,1966625;756,5583333
180321;11;11,61;14,2207125;83,21031667;1,176619779;182,1170875;171,3842083;756,4708333
180322;6;3,05;15,08299292;76,5085;1,596306083;201,99461;243,0532083;757,6375
180323;13;1,82;17,9157125;70,28352917;2,308674083;182,7857479;237,0305417;758,3416667
180324;17;1,3;18,93888333;59,38060833;3,400910875;191,4713708;238,4626667;758,7333333
180325;21;3,04;16,8868875;59,17473333;2,420900375;180,3546417;239,630875;756,3583333
180326;18;1,7;14,2492125;77,29905;1,892766083;186,0402458;208,6256667;756,4375
180327;12;2,85;13,49777458;82,5651375;1,599034583;181,7552583;213,471875;755,8041667
180328;12;0,94;13,89908333;87,24227083;1,238211417;151,3418083;188,1745;757,1125
180329;16;2,68;14,5043;84,45164583;1,579037125;174,6810004;157,8684583;756,475
180330;18;1,49;17,58471667;68,12439167;3,155545167;186,2891458;204,7558333;755,4041667
180331;10;0,41;13,1805375;90,81623333;1,689789458;198,1529708;111,36;757,4625
180401;16;3,33;13,3165;88,0679375;0,920544708;197,71965;132,8595413;757,2541667
180402;8;0,71;14,57131667;85,59539167;0,937835167;186,5153083;79,035;757,8916667
180403;14;1,11;15,36220833;80,10133333;1,761982042;217,0748625;183,6430417;758,0166667
180404;14;4,2;13,66384583;89,3839375;1,599037958;150,4627042;111,9845875;758,7958333
180405;17;8,65;14,598925;83,78919583;1,515172125;155,783;151,5780833;757,9583333
180406;14;2,43;15,34195833;79,94644583;1,795522083;115,2212658;85,64091667;758,9083333
180407;12;1,01;15,374375;76,4765375;1,761662333;221,1597917;186,5037083;758,025
180408;16;25,28;14,0201825;83,05755;1,107471625;178,7104083;188,6014167;758,1625
180409;11;16,71;14,67704167;81,42121667;1,441716125;115,7956125;112,1027083;758,6333333
180410;23;76,41;15,53111667;78,0699875;1,61172755;136,0193125;139,8229583;759,1333333
180411;7;8,12;17,32745833;74,5303125;2,314158292;153,9978208;164,6660417;760,6541667
180412;11;5,41;15,59024167;73,906275;3,083070583;183,6363333;194,7472917;758,9791667
180413;16;28,47;14,22795;77,0752625;1,886739;188,65455;185,1698338;759,2
180414;19;22,27;13,14500667;82,15589583;1,561205;173,4874625;188,4204996;759,4583333
180415;38;15,65;12,8252125;89,197125;1,048822792;135,3547704;100,1979167;758,4708333
180416;16;3,5;15,1904625;81,013475;2,087788208;184,3437208;150,1848333;758,8375
180417;15;4,63;15,632025;78,63182917;2,534746321;182,933725;142,8936208;758,7916667
180418;15;8,2;13,51744417;79,8077;1,6393573;159,9802125;160,1925;757,55
180419;14;4,86;14,37362792;77,49515;2,124366917;154,632875;176,6729583;757,7375
180420;21;7,27;12,83152083;90,11379583;1,040540592;166,6474625;100,5434167;758,15
180421;21;10,41;13,2662925;88,71065417;1,469728463;147,5227417;127,1371667;756,9875
180422;17;4,87;14,48881667;84,85592917;2,021827583;196,3535167;143,2419583;758,375
180423;12;6,41;13,2736125;85,7914875;1,162584421;155,0361708;71,11641667;758,0791667
180424;18;6,5;12,96567042;85,10559583;1,622880708;143,8092458;144,019375;760,1458333
180425;24;30,45;13,31664458;80,55517083;1,821338454;176,0813458;159,3984542;757,9333333
180426;16;11,49;14,97785417;75,6529;1,221471221;181,7653417;163,4574167;759,4875
180427;19;8,54;15,29009583;73,8765375;2,504694042;174,5917625;153,041875;758,2333333
180428;22;17,97;13,20286667;85,66135417;1,119728975;160,7450629;100,5635413;757,8375
180429;15;2,84;13,1219125;84,64191667;0,706348708;148,1844;30,746;760,0833333
180430;20;3,35;12,3777;81,962675;1,127836375;199,9067167;55,86233333;760,2125
180501;28;23,26;12,25588083;84,38473333;1,31720375;196,1521667;99,23454167;760,0291667
180502;11;8,26;14,801525;78,61105417;1,904040458;160,7003208;141,4487083;760,1833333
180503;12;12,99;14,86713;76,24973333;1,895038375;153,403375;142,8180833;758,3333333
180504;10;9,98;12,80600292;87,0916875;1,288240667;173,8565958;140,8610833;756,6541667
180505;13;5,16;12,22654583;92,82837083;1,437462;67,18310833;53,07445417;757,5916667
180506;10;3,9;14,41663333;85,2634375;1,224570358;149,1958042;103,7129167;759,35
180507;7;3,48;14,97967917;88,7469;1,059500417;167,6893263;116,0234583;760,0958333
180508;7;2,89;13,28917917;92,007175;0,623772329;221,611925;45,27317125;758,4291667
180509;16;10,85;13,18645417;87,9697125;0,593577333;170,7023125;76,49795833;760,6875
180510;18;30,57;14,3439375;74,23792917;2,394866392;169,4561833;132,5382083;763,6208333
180511;24;30,03;15,39060417;68,35784167;1,9560293;168,558325;132,3755;758,3083333
180512;24;8,65;12,36007708;89,41550833;1,120934792;149,1569792;57,13591667;758,2916667
180513;27;2,83;14,05857083;83,47793333;0,691554458;171,6754292;68,42587917;759,4208333
180514;28;35,98;14,44610417;75,45565417;1,883371125;170,2137088;91,56220792;759,725
180515;23;26,32;13,84260417;80,42359167;0,863964042;163,1990833;40,48591667;759,6833333
180516;21;9,63;14,40089167;79,8912375;1,362611792;167,7899833;121,0134583;759,0375
180517;17;28,94;13,90042833;72,6075375;1,5537135;180,3329375;118,3825;759,75
180518;15;8,51;16,19871208;60,36435417;3,6741755;187,9167083;124,4938333;760,4708333
180519;28;40,64;15,74470833;49,6649375;2,375876792;194,7745167;119,8165;758,8875
180520;28;29,12;14,95396083;53,28205;2,609291908;189,6742917;116,4123333;758,3125
180521;12;6,67;12,34579542;88,24208333;1,9564845;133,0377167;78,832;760,125
180522;15;14,43;10,692585;87,05527083;1,097285958;156,280775;69,80833333;758,8666667
180523;23;13,53;10,59651792;83,93840833;1,141806583;168,3471792;87,85779167;759,8041667
180524;40;42,5;10,81807125;80,3926375;1,202400638;182,417225;111,3287917;759,1791667
180525;42;41,13;9,759929167;88,88705417;1,072663875;163,1029042;84,955875;758,5583333
180526;23;16,52;11,82459583;77,37029167;1,281046292;173,9120625;58,19208333;759,9916667
180527;32;32,55;11,45788208;77,96345417;0,945146208;154,1708625;104,692375;758,9958333
180528;21;18,52;13,51464167;85,1387875;1,280955667;132,0155846;46,1020875;759,2125
180529;;5,43;14,47640417;88,2776875;1,521176525;117,795475;12,61175;760,8458333
180530;5;3,8;14,50836667;78,43130417;4,424125833;207,29125;95,90041667;761,4
180531;10;5,29;11,3492325;64,31611667;5,309597917;197,4412083;123,6505833;760,9666667
180601;26;40,71;9,00041125;77,47385833;1,197157958;158,4733583;121,6415;758,9666667
180602;29;41,72;8,97897;78,2082875;2,176975596;154,9756708;119,4484583;759,8083333
180603;18;22,14;10,80906958;72,02362083;3,132298375;157,7046583;121,1777917;763,125
180604;28;39,66;9,513742917;67,27801667;1,485471296;162,4432375;81,719875;764,05
180605;35;42,48;10,16009375;53,09680417;1,845477667;157,3392708;38,16520833;762,2208333
180606;24;4,95;15,79023708;47,314725;3,734395083;206,6892917;115,11475;759,0125
180607;25;14,49;14,08953333;56,6680625;2,351506042;196,7594167;110,1659583;758,4916667
180608;33;34,1;13,52387375;60,39972917;1,447071292;192,2450292;110,0705833;757,6208333
180609;;;11,84321667;92,52905833;2,272684083;61,03507917;24,7625;754,6625
180610;;5,94;12,09030833;81,31956667;2,920085458;114,9644083;65,63166667;757,1083333
180611;;14,03;8,95807875;87,51084583;2,401617;81,04357083;59,29166667;762,6708333
180612;;7,31;9,477209167;72,91163333;3,033732458;162,5189958;111,3822917;766,0541667
180613;;21,56;9,582709583;65,13685417;2,339561583;181,1171667;115,478875;763,1791667
180614;;40,8;8,450753333;62,032325;1,56661375;168,2883958;112,5090417;763,2916667
180615;;45,74;12,17713708;67,233475;1,234911583;161,5539917;66,14508333;761,6291667
180616;36;48,35;12,579435;71,65497083;1,260098792;147,9460917;105,1150833;760,0833333
180617;22;16,45;9,69415375;95,18742083;0,553348333;102,2553;39,48454167;760,0833333
180618;19;12,27;9,57858125;95,224575;0,653407183;151,0655208;38,62691667;758,7458333
180619;22;9,6;11,25102083;87,40095833;0,633208708;122,449075;21,87912958;761,3
180620;29;13,18;11,07282458;85,105825;1,13001675;167,882625;70,83091667;762,1291667
180621;27;23,56;12,31301917;72,01393333;2,444904625;182,9955458;108,4800458;761,1666667
180622;23;24,17;10,75433792;73,45419583;2,599292792;183,6562708;104,343625;759,4916667
180623;30;31,99;8,875897917;86,92178333;0,673760875;107,0786;36,18929167;760,6458333
180624;21;7,07;11,24303333;85,43944167;1,468878333;128,975675;87,49108333;761,3833333
180625;21;8,5;11,38553208;83,48400417;2,103913625;179,1741458;84,883125;762,5333333
180626;32;27,31;12,58789625;77,41026667;1,68781775;166,1190208;111,9024583;760,8166667
180627;26;22,91;15,562475;65,41457917;2,769723458;177,5822333;105,4352917;757,7291667
180628;13;3,93;11,62316667;95,00685417;1,013243292;123,74205;24,27333333;759,7125
180629;18;9,71;10,19498708;96,53949583;0,561442667;172,87855;32,22433334;759,7666667
180630;15;7,93;11,7602625;86,60817083;1,52073875;65,739025;31,98416667;757,9041667
180701;20;22,69;11,62782958;85,2736875;1,880951792;62,1135;22,17792042;757,5833333
180702;15;26,89;13,30402917;84,98657917;1,5653892;168,0266167;94,18654583;758,7833333
180703;10;6,18;13,31945417;86,147125;2,11003975;102,3012833;53,461625;755,5791667
180704;9;4,17;13,81733333;79,0651625;4,00609375;62,2165875;19,07166667;754,6125
180705;8;3,75;13,12707917;91,21046667;2,733507167;108,525125;15,776625;756,9458333
180706;13;4,15;14,2784625;89,0422625;1,687003054;145,5991621;78,53458334;759,5291667
180707;15;4,62;14,14003958;78,62494583;2,402434104;198,7648333;114,566;760,2791667
180708;21;38,15;12,52361958;82,03256667;1,239302917;155,7633875;92,757;758,5708333
180709;18;20,01;10,61423333;92,2190125;0,962011542;65,56960833;28,39491667;759,0125
180710;16;5,74;11,48298333;88,029075;1,194685904;65,48094583;15,49920833;759,3875
180711;22;6,63;11,88842875;75,8715;2,4343285;174,1842958;75,24175;760,8416667
180712;30;29,17;11,77818917;79,7119;1,617714833;157,3150042;108,5995417;760,3791667
180713;32;61,71;13,30191708;77,00323333;1,418905583;143,2147333;116,1495792;758,3208333
180714;12;12,24;13,14325;89,26577917;1,494777925;155,7551875;102,2790417;759,175
180715;11;3,74;13,62776667;78,62280417;3,141158875;196,74475;110,518625;759,2708333
180716;25;18,63;11,42887833;83,51400417;1,349617458;183,8226917;98,835625;758,4875
180717;15;4,54;11,2035575;74,216275;2,382449792;195,4707833;70,730625;760,7666667
180718;11;4,25;9,09921375;67,28263333;2,944497625;182,7445833;127,4391667;762,925
180719;20;17,69;7,856365833;70,5364125;1,977131017;164,2402833;130,8232917;764,9666667
180720;20;29,61;11,4933725;52,93063333;1,979446792;193,0655167;129,4055417;764,3333333
180721;30;32,09;10,96469417;56,04292083;2,0819701;191,8260083;125,2986667;758,1958333
180722;19;3,65;12,22081875;57,55199167;4,06740875;191,4954167;129,66875;763,0416667
180723;20;10;9,143925833;70,3246;2,114087292;176,5287583;132,3135;759,6791667
180724;24;15,05;7,946919583;81,75675;1,625714583;138,7687375;100,22375;761,7958333
180725;23;30,33;8,259605833;86,1056625;1,118173875;177,2506542;127,2001667;761,7125
180726;28;4,53;9,874906667;83,99435417;1,147533792;167,9486417;36,00983333;759,1375
180727;22;6,88;10,81732417;80,6276875;1,525226583;94,82725417;45,59283333;763,025
180728;19;14,58;10,31606042;79,3941875;2,242572583;159,1426458;140,9655833;764,775
180729;24;41,74;9,592829167;82,2291375;1,828702625;151,1780833;134,4895833;761,9791667
180730;29;43,74;7,24247625;56,059025;1,820111458;167,4101375;142,592625;761,7458333
180731;31;45,66;9,231533333;83,27511667;1,807451667;136,8502042;112,9463333;759,7
180801;32;27,88;8,483965417;85,32490417;1,423877792;175,9476958;91,51054167;760,6166667
180802;20;3,14;9,815949583;78,959575;1,163888292;190,314925;29,34183333;761,9875
180803;18;6,58;11,65232708;69,14468333;3,047331458;166,133675;150,6268333;763,1041667
180804;26;15,99;11,1769825;71,02991667;2,402044083;157,0696375;133,7425833;760,2541667
180805;27;25,57;11,39058708;78,6872375;1,618300542;125,7488792;96,09395833;761,0958333
180806;18;10,83;11,20370792;87,9874;1,2406045;153,6476175;62,050375;758,825
180807;11;1,63;13,98104292;72,9685;3,840918458;195,4456583;158,7089583;763,1208333
180808;10;4,75;14,74431458;57,92167083;2,662532575;144,720025;164,9816246;758,125
180809;21;29,81;12,57542542;83,2189375;1,190452329;194,5469792;141,4979583;757,725
180810;25;12,98;11,29709208;90,43358333;1,745791292;168,2878417;117,7319583;757,85
180811;27;12,84;10,78601792;91,06337917;1,383635417;146,4359158;97,05933333;759,2916667
180812;22;17,3;10,07551458;88,70513333;1,411473833;166,1476458;58,536;761,05
180813;17;15,51;14,12381417;66,87692917;3,5823375;159,4170792;170,5482083;764,6416667
180814;19;13,95;13,97310833;57,72300417;2,952567958;172,340025;173,21325;759,2458333
180815;30;46,09;13,05959333;70,96345417;2,036720042;133,1980667;171,1322917;758,625
180816;19;10,33;11,15586667;88,84121667;1,5096265;146,3994208;67,74075;761,0041667
180817;20;7,05;11,59234583;87,1690125;1,473384375;186,168575;80,29295833;762,6583333
180818;16;7,44;15,06807083;62,46954167;6,078459167;191,533;166,23475;763,8416667
180819;17;6,41;11,2393275;69,14915833;3,657092083;164,4384333;188,0407917;760,075
180820;20;18,37;9,96139375;84,04955833;1,393405417;154,7876508;156,7185417;759,9916667
180821;25;11,03;10,26640625;85,78844583;0,993375042;176,0930083;38,06941667;760,7875
180822;27;15,45;10,378585;80,7884375;1,342255304;185,558625;41,19925417;760,6833333
180823;18;8,51;10,22973875;84,3486125;2,032171208;174,0107708;8,275541667;509,0583333
180824;17;3,82;12,17614583;56,0605625;5,282805;184,2992083;202,5419583;733,2166667
180825;26;6,42;14,72893792;55,29742083;5,031974167;180,44145;201,9054167;759,1958333
180826;22;7,4;12,06594917;83,43194583;1,415269083;112,3760625;98,70216667;757,5583333
180827;14;6,01;12,6858625;85,69677917;1,44413025;155,7022833;40,1155;759,5375
180828;22;4,34;12,76766667;80,09305417;2,06115075;215,017125;74,54866667;759,7833333
180829;21;4,55;12,37937083;83,29323333;1,910720167;216,1384458;114,8539583;759,0791667
180830;19;4,89;12,67119583;85,41761667;1,429047542;140,8245625;60,0547125;759,4208333
180831;14;5,87;12,64576667;84,39784167;1,423215417;157,6469042;76,32058333;760,1791667
180901;19;17,15;12,73170083;79,85489583;2,965614458;177,5512667;203,730625;762,6083333
180902;24;22,35;14,08356958;73,15397917;3,359923833;188,0858417;206,800875;761,9166667
180903;30;40,59;18,36682083;56,50037917;2,135327125;171,5705208;201,4226667;536,5416667
180904;22;8,63;13,83914083;76,193;2,176079375;103,6065958;213,65025;535,6416667
180905;16;3,94;13,55951667;78,66054583;2,394513079;170,2034083;103,8179167;760,5416667
180906;20;7,68;13,11557417;77,01602083;2,725189125;174,5749;213,3251667;760,075
180907;21;6,59;12,19856708;81,46870833;2,253845875;155,6297792;149,0957084;760,7791667
180908;23;17,61;12,19797458;75,933325;2,3276045;163,7249583;224,0081667;759,6875
180909;20;10,54;10,90058667;87,70545;1,943605583;149,514975;162,6987917;759,3791667
180910;29;23,49;12,83699125;80,65380417;1,935318792;162,6628446;176,4352083;726,2916667
180911;21;9,31;12,88734;80,64918333;2,023667458;174,27875;173,6554583;727,9333333
180912;18;15,87;12,09935083;80,9540125;2,4417475;161,4078292;148,8792083;760,2875
180913;25;5,21;10,42616292;76,72081667;1,109407029;218,8538625;86,61325;759,7875
180914;21;5,64;11,91655417;83,16824167;1,137069667;191,8481958;42;759,4833333
180915;13;2,23;12,60022083;75,71324583;0,95155475;158,3962542;96,359125;760,0375
180916;24;22,09;12,19120042;75,93443333;2,127354167;139,3737138;221,6169583;762,0208333
180917;19;12,39;12,48225125;78,97737917;1,6936635;174,5546167;161,3760833;759,8875
180918;13;6,46;12,9807125;88,91140833;1,974164833;183,0835292;90,82629167;760,4291667
180919;13;6,57;12,28772375;75,66373333;2,196103333;186,7344917;187,0189167;760,6541667
