anho;mes;dia;hora;pm25;so2;ws;wd;temperatura;humedad;radglob;ppa
2018;8;6;2;20;12,53;1,4962;47,9987;9,46526;89,6749;0,196;760,8
2018;8;6;3;20;18,78;1,15121;263,502;9,83525;89,7749;0,196;759,9
2018;8;6;4;24;4,64;0,558216;63,7665;10,2271;88,8248;0,186;759,3
2018;8;6;5;26;6,39;1,58865;79,8547;9,93633;91,075;0,193;759,1
2018;8;6;6;23;4,3;0,874812;175,058;9,24132;93,1499;0,252;758,7
2018;8;6;7;21;4,82;0,29615;9,56142;8,95045;93,4165;0,19;758,5
2018;8;6;8;24;59,67;1,15265;46,8028;8,92194;93,2832;2,91;758,7
2018;8;6;9;27;70,42;0,513344;284,13;9,57274;91,5166;38,97;759
2018;8;6;10;28;10,26;0,811686;223,186;12,0502;84,6083;74,04;758,9
2018;8;6;11;24;13,79;0,936066;40,9428;12,7442;82,6083;111,3;759,5
2018;8;6;12;24;4,38;1,88841;277,525;13,0475;81,1083;198,2;758,7
2018;8;6;13;16;2,5;1,66288;247,654;12,8717;84,0665;260,7;758
2018;8;6;14;8;2,49;1,56717;249,373;13,4051;81,6749;249,6;757,4
2018;8;6;15;6;2,14;2,25019;264,506;12,9734;84,7999;271,2;756,7
2018;8;6;16;11;1,67;2,72538;251,657;12,2067;87,9916;193,7;756,7
2018;8;6;17;13;1,22;0,988974;256,904;12,1409;87,5665;63,24;757,4
2018;8;6;18;6;1,86;0,122201;347,18;12,0243;87,6582;23,65;757,8
2018;8;6;19;9;1,78;0,801479;51,3058;11,876;88,1665;0,352;758,1
2018;8;6;20;11;3,54;2,48823;49,5896;11,8243;89,1332;0;758,7
2018;8;6;21;14;7,16;2,46693;44,631;11,671;89,5416;0;759,1
2018;8;6;22;16;2,4;1,60086;47,1244;11,7935;88,9249;0;759,1
2018;8;6;23;21;6,75;1,27087;34,1171;11,6359;88,8583;0;759,3
2018;8;7;0;24;4,85;0,568293;353,303;11,5896;89,7166;0;759,2
2018;8;7;1;21;1,41;1,56938;36,4438;11,8238;90,0916;0;759,2
2018;8;7;2;14;1,58;2,23711;262,209;11,6603;92,4415;0;759,3
2018;8;7;3;13;1,44;4,84637;203,654;11,0919;94,1083;0,144;759,8
2018;8;7;4;11;1,42;5,28027;205,157;11,011;94,3499;0,512;760,3
2018;8;7;5;9;1,38;4,25309;191,327;10,5818;94,1249;0,402;760,9
2018;8;7;6;10;1,67;3,14341;178,502;10,191;93,9916;0,352;761,5
2018;8;7;7;13;1,65;2,58115;151,038;9,42183;93,575;0,271;762,6
2018;8;7;8;12;1,36;2,87395;177,831;11,1893;91,8749;3,075;763,9
2018;8;7;9;9;1,4;2,6589;170,98;14,3827;77,6074;120,9;764,7
2018;8;7;10;9;1,31;3,01341;211,553;15,8267;66,0223;264;765,3
2018;8;7;11;9;1,37;3,87507;209,726;15,7076;68,4899;435,5;765,7
2018;8;7;12;8;1,32;4,07521;206,91;16,5143;63,8791;575,8;766,1
2018;8;7;13;8;1,4;4,23451;206,993;16,8983;62,6108;630,6;765,7
2018;8;7;14;4;;4,26546;212,074;17,4991;60,2041;622,7;765,3
2018;8;7;15;2;1,44;4,69091;208,522;18,2624;56,0757;555,1;764,6
2018;8;7;16;5;1,25;4,84764;204,025;21,2565;42,4216;431,4;764,4
2018;8;7;17;7;1,48;5,10278;201,93;20,4548;41,9174;92,9;764,5
2018;8;7;18;7;1,55;5,31623;196,945;16,2293;52,8908;72,5;764,2
2018;8;7;19;10;1,51;5,93018;196,445;14,3676;61,1991;2,858;764,1
2018;8;7;20;10;1,46;5,457;186,076;13,7669;60,96;0;763,8
2018;8;7;21;12;2,08;3,7797;176,94;13,2836;62,2591;0;763,7
2018;8;7;22;14;1,61;4,33006;175,043;12,1411;66,6083;0;763,3
2018;8;7;23;14;1,54;3,25196;167,069;10,3936;73,8241;0,001;762,8
2018;8;8;0;13;1,4;3,16428;143,759;10,1294;75,6332;0;762,6
2018;8;8;1;11;1,46;2,3124;153,665;8,97438;79,4498;0;762,8
2018;8;8;2;10;1,17;2,89222;159,245;8,76103;78,6249;0;762,6
2018;8;8;3;9;1,41;4,57316;172,077;8,32686;78,4666;0;762,2
2018;8;8;4;7;1,56;4,70949;170,278;8,60684;73,1332;0;761,7
2018;8;8;5;6;1,52;4,98261;160,553;7,798;75,7333;0;761
2018;8;8;6;6;1,59;3,89722;161,109;7,39989;74,4683;0;760,3
2018;8;8;7;7;1,67;3,39944;150,37;7,39681;72,4716;0,001;759,4
2018;8;8;8;7;1,44;2,01257;147,23;9,73334;60,9049;8,75999;758,8
2018;8;8;9;8;9,03;1,33156;111,106;14,5116;42,1074;143;758,4
2018;8;8;10;9;14,84;1,97927;243,889;19,3998;27,5625;288,3;758
2018;8;8;11;12;1,88;2,77379;204,699;21,064;27,4975;455,3;757,8
2018;8;8;12;13;4,47;1,09994;168,16;22,7189;26,2875;604,4;757,6
2018;8;8;13;10;8,31;0,0921518;138,434;24,4839;18,9825;642,6;756,9
2018;8;8;14;10;1,23;3,11114;223,592;27,2197;18,1758;646;755,5
2018;8;8;15;10;1,28;2,75843;215,594;25,1671;28,6083;569,3;755,2
2018;8;8;16;2;3,23;3,41831;215,757;21,7694;44,9308;449,3;755,1
2018;8;8;17;0;0,01;2,72803;221,641;18,0277;60,2358;75,13;755
2018;8;8;18;10;0,69;0,99399;155,712;14,8843;70,2791;74,97;755,1
2018;8;8;19;15;18,87;2,064;38,9174;15,7543;62,455;2,401;755,4
2018;8;8;20;13;19,46;2,24534;28,8037;14,316;68,9757;0;755,5
2018;8;8;21;23;5,75;1,54071;25,05;13,2202;72,5532;0,025;755,8
2018;8;8;22;22;5,74;3,41131;30,294;12,4317;73,6249;0,022;756
2018;8;8;23;17;6,09;2,40942;33,3455;11,7684;78,9583;0,05;756,3
2018;8;9;0;16;16,12;2,68289;62,2294;12,6117;78,6082;0,063;756,7
2018;8;9;1;18;42,65;1,55476;68,4453;11,3984;84,4166;0,123;757,1
2018;8;9;2;15;25,51;0,999201;353,55;11,1225;85,0499;0,179;757,2
2018;8;9;3;11;18,48;1,00778;23,1081;11,96;76,2499;0,179;756,9
2018;8;9;4;16;13,15;1,57863;231,032;10,72;83,0999;0,191;756,5
2018;8;9;5;17;13,73;0,234249;183,873;10,3833;83,8832;0,193;756,4
2018;8;9;6;19;29,1;0,958236;55,9925;9,90581;88,7083;0,116;756,4
2018;8;9;7;23;152,7;1,67827;52,5031;9,88998;91,575;0,153;756,9
2018;8;9;8;32;137,94;3,18165;57,6212;9,72652;89,2666;8,98;756,8
2018;8;9;9;37;131,6;1,06235;27,2846;13,3749;72,8015;106,5;757,3
2018;8;9;10;38;15,59;2,36354;269,566;17,283;58,1716;254,5;757
2018;8;9;11;28;9,85;1,30153;355,741;14,6214;76,325;440,3;757,5
2018;8;9;12;12;11,19;1,10059;277,723;13,8676;83,4749;524,2;758
2018;8;9;13;12;5,96;1,41967;252,531;13,8309;83,8499;637,1;757,7
2018;8;9;14;16;5,5;1,73119;271,891;14,6558;78,8165;438,7;757,6
2018;8;9;15;18;5,52;0,156861;278,194;14,5275;80,5999;502,7;757,6
2018;8;9;16;20;5,35;0,702351;278,432;13,6208;84,3832;304,2;757,6
2018;8;9;17;22;5,37;2,15608;295,76;12,8683;88,85;130,8;757,8
2018;8;9;18;23;5,18;0,635975;335,616;12,685;89,8999;45,58;758,5
2018;8;9;19;23;5,21;0,27496;311,765;12,8741;88,2499;1,194;759,4
2018;8;9;20;21;5,14;0,676814;55,5935;12,789;86,6915;0;759,7
2018;8;9;21;20;8,05;0,483565;33,2588;12,554;87,2666;0;759,8
2018;8;9;22;20;32,72;0,0841939;333,733;12,3265;88,2;0;759,6
2018;8;9;23;20;13,77;0,54552;203,684;12,2132;88,8165;0;759,4
2018;8;10;0;21;13,3;1,41831;187,903;11,8315;89,2582;0;759,6
2018;8;10;1;23;11,45;1,53956;180,381;11,5132;89,3915;0;759,4
2018;8;10;2;22;19,58;1,62673;179,76;10,9257;90,1832;0;759,2
2018;8;10;3;24;18,06;1,96826;178,537;10,2348;91,5833;0;758,7
2018;8;10;4;25;11,31;2,19964;180,498;10,2056;93,4249;0;758,3
2018;8;10;5;26;8,57;1,26632;170,633;10,1689;94,0833;0;758,1
2018;8;10;6;26;6,64;1,37531;165,628;9,93141;94,6249;0,04;758
2018;8;10;7;24;36,26;1,00888;67,8519;10,1356;95,6749;0,188;757,9
2018;8;10;8;26;32,49;1,23023;206,267;10,0666;95,7582;2,501;757,7
2018;8;10;9;28;7,93;1,3522;159,494;10,4183;95,4666;22,41;758,1
2018;8;10;10;28;8,36;1,64685;211,781;11,5283;93,1499;81,5;758,4
2018;8;10;11;29;9,66;1,49269;255,014;11,2516;89,6332;157,8;758,6
2018;8;10;12;29;16,61;1,38411;290,819;12,5033;85,6832;437;758,5
2018;8;10;13;32;33,21;1,47152;132,605;12,7482;83,6416;545,2;757,9
2018;8;10;14;29;12,24;1,77516;184,933;11,8374;88,4166;587,2;757,1
2018;8;10;15;28;8,84;1,30385;279,532;11,9215;90,3416;506,6;756,5
2018;8;10;16;27;6,3;1,51801;261,426;13,1382;83,7083;272,6;756,2
2018;8;10;17;26;6,04;1,60127;233,053;12,4874;86,6582;152,9;756,2
2018;8;10;18;23;6,08;0,305961;310,012;12,2315;87,4749;56,08;756,5
2018;8;10;19;24;8,74;2,92867;41,6578;11,7114;89,1499;2,767;757
2018;8;10;20;22;8,77;3,6803;36,5347;11,1589;90,1832;0,153;757,4
2018;8;10;21;21;5,86;2,85915;43,8252;11,0014;91,4332;0,166;757,5
2018;8;10;22;20;6,11;3,31715;31,3164;11,1531;90,7499;0,217;757,7
2018;8;10;23;24;9,21;1,62886;49,4462;11,0264;90,7333;0,245;757,9
2018;8;11;0;26;38,38;1,09742;97,9069;10,2198;91,0665;0,318;757,8
2018;8;11;1;31;26,53;1,26424;112,415;10,1105;92,7499;0,201;758
2018;8;11;2;31;22,35;0,530369;135,668;9,48053;93,3333;0,181;757,7
2018;8;11;3;31;16,46;1,58989;239,166;9,56218;93,8333;0,159;757,2
2018;8;11;4;32;8,37;0,93093;169,333;10,1616;93,9999;0,2;757,4
2018;8;11;5;32;10,13;0,325498;177,7;9,93744;94,3165;0,334;757,9
2018;8;11;6;30;6,54;1,22803;226,591;9,81158;94,4332;0,255;757,9
2018;8;11;7;27;6,38;0,945664;65,9784;10,0224;94,8832;0,317;758,4
2018;8;11;8;27;31,76;1,79807;57,0037;10,0749;95,0833;2,883;759
2018;8;11;9;26;20,56;1,95769;45,5095;10,5307;95,0415;55,11;759,5
2018;8;11;10;27;11,48;0,254283;48,4888;10,674;94,6582;117,2;759,8
2018;8;11;11;31;7,06;1,63697;292,305;11,3199;93,2916;186,1;760
2018;8;11;12;30;6,08;1,66496;282,02;12,3932;86,9916;324;760,6
2018;8;11;13;26;7,88;2,10408;290,254;13,4224;78,6582;334,6;760,6
2018;8;11;14;23;13,62;1,91967;269,197;12,6381;82,7249;549,6;760,4
2018;8;11;15;24;7,06;1,94304;232,726;12,1039;86,3333;402;760,4
2018;8;11;16;25;5,35;1,87529;239,937;11,8389;87,1499;170,4;760,6
2018;8;11;17;23;5,35;1,55084;270,74;11,9748;86,7666;127,7;760,3
2018;8;11;18;21;5,62;1,00773;8,39818;11,5064;88,9666;53,76;760,2
2018;8;11;19;19;11,23;2,17015;33,8867;11,0648;90,3248;2,985;760
2018;8;11;20;19;13,17;2,37496;39,2073;10,6514;91,2999;0,09;759,9
2018;8;11;21;22;12,85;1,59389;41,4694;9,93219;92,4749;0,246;759,9
2018;8;11;22;28;6,75;0,372676;88,8278;9,6405;93,0582;0,364;759,7
2018;8;11;23;31;7,23;1,07091;49,7333;9,79231;94,0818;0,421;759,8
2018;8;12;0;28;29,97;1,81188;58,371;;;0,425;759,9
2018;8;12;1;29;71,17;0,336541;71,0172;9,98828;95,1166;0,418;759,4
2018;8;12;2;32;58,08;0,674413;151,372;9,78577;95,5249;0,432;759,5
2018;8;12;3;32;12,87;0,898604;109,386;9,54993;96,1082;0,431;759,5
2018;8;12;4;30;21,69;1,77154;76,4661;9,45824;96,575;0,426;759,7
2018;8;12;5;29;20;2,2117;86,9061;9,34322;96,8583;0,42;759,7
2018;8;12;6;28;37,26;1,70579;73,0798;9,0457;97,0916;0,373;760
2018;8;12;7;28;52,4;1,11117;94,0703;8,88069;97,2666;0,391;760,3
2018;8;12;8;28;22,15;0,694315;160,982;8,97984;97,3666;5,894;760,7
2018;8;12;9;25;10,94;1,42065;182,68;9,16983;97,4749;41,4;761,1
2018;8;12;10;24;9,36;1,60325;179,123;9,82565;97,45;79,01;761,4
2018;8;12;11;23;8,22;1,75907;208,759;11,0089;96,6582;112,4;761,6
2018;8;12;12;23;7,16;1,25014;215,922;11,6856;92,0166;132,1;761,6
2018;8;12;13;21;6,02;1,40762;210,073;12,0889;86,3999;188,6;761,4
2018;8;12;14;18;5,07;1,58366;226,605;12,3539;85,5166;223,6;761
2018;8;12;15;17;4,75;1,61026;237,318;12,1448;86,2166;192,7;760,8
2018;8;12;16;16;4,92;1,39586;236,471;11,3281;89,6582;186,5;760,9
2018;8;12;17;15;4,68;1,37138;245,919;11,1888;89,7916;119;761,2
2018;8;12;18;16;4,86;1,71287;234,528;10,9613;91,2083;116,6;761,3
2018;8;12;19;16;4,65;1,73776;210,372;11,0947;90,4082;3,744;761,8
2018;8;12;20;16;5,01;2,11559;214,947;10,9701;89,4332;0;762,4
2018;8;12;21;15;4,69;1,76778;196,277;10,8751;89,0499;0;762,9
2018;8;12;22;14;4,65;1,32372;171,605;11,04;88,4666;0;763,3
2018;8;12;23;15;4,57;0,599809;135,294;11,045;87,2666;0;763,8
2018;8;13;0;18;5,77;1,32348;124,087;10,3275;85,5332;0;764
2018;8;13;1;23;7,8;0,791461;43,6241;9,80078;88,5999;0;764,3
2018;8;13;2;22;8,1;0,98653;71,5508;10,2566;88,4999;0;764,2
2018;8;13;3;20;16,18;0,230318;81,5355;10,5641;87,7915;0;764,1
2018;8;13;4;20;22,58;1,09064;143,203;10,5865;87,6249;0;763,9
2018;8;13;5;20;18,2;1,54729;119,612;9,8949;89,0499;0,077;764
2018;8;13;6;23;10,81;1,32173;105,197;9,3007;90,1665;0,168;764,6
2018;8;13;7;23;16,66;1,78194;75,5146;8,76736;91,0582;0,068;765,1
2018;8;13;8;25;134,96;1,60745;64,8549;10,4449;86,8666;13,48;765,7
2018;8;13;9;29;41,6;0,639751;256,919;12,7956;77,9916;155,2;766,3
2018;8;13;10;32;22,45;1,69146;232,295;16,1429;62,3574;306,3;767
2018;8;13;11;30;5,25;4,1602;210,765;15,1781;62,4058;452;767,3
2018;8;13;12;21;4,58;4,74486;210,644;17,6094;49,8691;604,2;767,1
2018;8;13;13;14;;5,49993;209,114;18,3636;49,7216;657,1;766,7
2018;8;13;14;11;3,72;6,49605;209,319;19,4261;47,3608;647,5;765,9
2018;8;13;15;6;4,7;6,8219;205,594;21,5285;40,4224;578,6;765,1
2018;8;13;16;3;3,22;6,6486;202,52;21,8909;38,9482;454,8;764,4
2018;8;13;17;2;3,9;7,31503;197,874;19,7092;45,2449;123,1;763,8
2018;8;13;18;2;4,74;6,75297;188,533;16,035;54,9466;97,3;763,5
2018;8;13;19;8;4,62;4,16655;177,051;14,9808;57,2591;3,264;763,4
2018;8;13;20;15;5,03;5,60348;182,361;14,9041;53,6308;0;763,3
2018;8;13;21;15;3,85;5,72928;178,08;14,2016;54,2383;0;763,1
2018;8;13;22;14;3,72;5,01522;176,318;13,2641;57,1708;0;762,6
2018;8;13;23;12;4,3;4,00998;159,444;12,9983;58,2883;0;762
2018;8;14;0;12;3,75;3,40426;165,981;11,634;61,4574;0;761,8
2018;8;14;1;13;4,48;3,57803;185,35;10,5115;69,269;0;761,3
2018;8;14;2;13;7,62;2,57543;170,931;10,2032;66,8041;0;760,9
2018;8;14;3;12;6,49;3,11568;187,231;10,2049;63,5324;0;760,6
2018;8;14;4;11;5,49;3,01834;191,304;8,96152;69,0049;0;760,2
2018;8;14;5;14;6,05;2,31649;166,155;8,76649;69,0066;0;760,2
2018;8;14;6;16;5,15;1,89128;158,534;8,31398;69,1382;0;760
2018;8;14;7;16;17,18;1,45195;118,055;8,69231;66,104;0,045;759,9
2018;8;14;8;22;125,35;0,897805;233,194;10,4048;62,4933;15,71;760
2018;8;14;9;36;9,54;2,73055;200,597;13,9248;51,4557;160;760
2018;8;14;10;35;6,64;3,39779;203,121;16,0803;47,5583;319,4;760,3
2018;8;14;11;28;4,96;3,86757;205,587;17,2818;44,2891;466;760,2
2018;8;14;12;21;4,35;5,25474;205,937;18,1441;44,0266;614,6;760
2018;8;14;13;17;5,27;3,44012;204,929;20,2249;36,6966;664,9;759,4
2018;8;14;14;17;3,89;3,61261;213,324;20,0224;37,6233;653,8;758,6
2018;8;14;15;16;4,24;4,87099;207,206;20,5298;38,6974;580;757,9
2018;8;14;16;14;4,46;4,27051;202,435;21,4282;36,5666;453,4;757,6
2018;8;14;17;18;4,08;3,62212;201,047;20,3057;40,1091;138,7;757,4
2018;8;14;18;20;3,78;3,68911;189,042;16,5864;57,7183;85,9;757,2
2018;8;14;19;21;3,62;2,4941;179,553;13,9174;69,3457;4,642;757,3
2018;8;14;20;19;3,71;2,29375;185,586;13,0499;71,8724;0;757,6
2018;8;14;21;21;59,28;2,50053;50,8107;12,4849;73,8607;0;757,7
2018;8;14;22;27;30,15;0,400066;80,5886;12,6824;63,0333;0;757,8
2018;8;14;23;27;5,18;2,16781;29,6623;10,9989;75,6891;0,021;758
2018;8;15;0;23;46,42;1,67611;36,9275;10,6873;81,4833;0,25;758,3
2018;8;15;1;26;136,22;2,30211;45,7434;10,9081;84,5166;0,37;758,3
2018;8;15;2;38;104,85;1,08166;337,67;9,49559;83,6749;0,35;758,5
2018;8;15;3;37;28,92;0,956272;47,0889;8,87141;85,3583;0,353;758,6
2018;8;15;4;33;104,71;2,08968;57,4267;8,51555;85,5249;0,185;758,6
2018;8;15;5;37;152,02;1,77728;38,8953;8,47971;83,4666;0,132;758,7
2018;8;15;6;38;42,66;1,42654;256,745;7,91193;83,4332;0,208;758,7
2018;8;15;7;36;52,49;0,063241;70,593;8,09885;83,0416;0,061;758,9
2018;8;15;8;39;185,83;1,39232;38,4168;10,34;75,0507;11,54;759
2018;8;15;9;42;77,75;1,09935;70,7312;13,28;63,1816;149;759,2
2018;8;15;10;42;68,33;1,23754;224,373;16,2049;53,4899;311;759,2
2018;8;15;11;46;46,02;1,8946;231,002;16,5198;53,0424;454,7;758,8
2018;8;15;12;44;12,76;2,1527;228,05;16,414;58,2358;602,9;758,7
2018;8;15;13;36;4,68;2,63326;214,925;18,7573;44,5649;661,2;758,4
2018;8;15;14;28;4,62;3,92745;207,649;19,7089;45,6808;650,1;758
2018;8;15;15;24;4,31;3,94841;211,82;19,9722;43,2558;577;757,8
2018;8;15;16;20;4,57;2,41856;217,607;18,3047;51,6883;453;757,9
2018;8;15;17;17;4,04;2,20674;212,03;17,1846;59,6349;144,7;757,9
2018;8;15;18;18;4,13;2,05055;205,255;14,4215;72,1573;85,1;758,2
2018;8;15;19;20;4,28;0,553698;54,8736;12,8048;79,7999;4,841;758,5
2018;8;15;20;20;4,75;2,83301;39,3279;12,2331;79,6915;0,005;758,8
2018;8;15;21;18;4,58;3,83915;34,8419;12,0564;79,4249;0,058;759,2
2018;8;15;22;17;3,68;2,61299;62,2587;11,2573;86,0582;0,019;759,3
2018;8;15;23;16;3,56;2,70806;52,5027;11,0023;87,6666;0,103;759,5
2018;8;16;0;17;3,63;1,88215;119,454;10,8806;88,6749;0,232;759,9
2018;8;16;1;19;7,87;2,35827;45,6287;10,4606;89,5415;0,223;760,2
2018;8;16;2;20;14,8;1,38189;59,6141;9,22052;91,9498;0,056;760
2018;8;16;3;22;45,93;1,3371;66,8236;9,31384;93,1582;0,012;759,9
2018;8;16;4;22;16,95;0,872655;87,9374;10,3576;94,3999;0,007;759,8
2018;8;16;5;20;7,54;0,483605;70,5961;10,94;93,9749;0,012;760
2018;8;16;6;17;7,52;1,06144;266,507;10,9225;93,0415;0,085;760,3
2018;8;16;7;16;10,94;0,71322;300,646;9,88916;92,4666;0,2;760,7
2018;8;16;8;19;14,93;0,208277;94,1814;9,92078;93,6915;2,956;761,1
2018;8;16;9;20;32,48;0,591441;44,1386;10,4983;93,0999;34,97;761,6
2018;8;16;10;12;10,38;1,71985;218,075;11,5607;90,7166;70,14;761,8
2018;8;16;11;17;5,34;2,14572;212,398;12,4024;83,7582;104,5;762,1
2018;8;16;12;24;4,59;1,64451;236,764;12,6624;80,2333;172,3;762,1
2018;8;16;13;23;4,38;2,38458;260,064;13,0499;78,4082;285;761,7
2018;8;16;14;21;3,42;2,82366;253,745;12,5157;81,1915;357,8;761,2
2018;8;16;15;19;3,53;2,40155;237,13;11,7764;85,4999;285,2;760,8
2018;8;16;16;19;3,41;2,64206;225,998;11,8764;85,7333;191,8;760,8
2018;8;16;17;17;3,3;2,01176;226,001;12,2381;84,075;82;760,8
2018;8;16;18;15;3,28;1,41216;198,626;11,5389;86,0416;35,73;760,9
2018;8;16;19;15;18,26;1,01319;69,1547;11,1881;89,6499;2,554;761,1
2018;8;16;20;18;12,27;1,78743;54,2474;11,1181;90,1416;0;761,5
2018;8;16;21;19;5,42;1,46171;42,5166;11,1613;90,9082;0;761,6
2018;8;16;22;18;4,34;1,21824;53,7216;11,093;91,2249;0,001;761,9
2018;8;16;23;17;3,5;0,674568;69,6179;11,1555;90,6083;0;762,3
2018;8;17;0;15;4,3;0,898983;305,823;11,1301;90,6832;0,001;762,5
2018;8;17;1;17;4,37;0,784229;241,925;10,9542;90,9583;0;762,4
2018;8;17;2;17;6,55;2,1429;211,395;10,9783;90,5999;0,003;762,1
2018;8;17;3;17;6,64;2,56659;209,917;10,805;88,7749;0,01;762,2
2018;8;17;4;17;4,86;1,71291;218,342;10,5216;87,95;0;762,2
2018;8;17;5;17;7,23;0,937106;160,38;10,4625;88,7749;0;762
2018;8;17;6;19;8,1;0,4933;132,779;10,3925;90,5999;0;761,9
2018;8;17;7;21;7,73;0,677364;198,311;10,355;91,1582;0;761,9
2018;8;17;8;24;7,84;0,988587;122,48;10,6082;90,6749;4,153;762
2018;8;17;9;24;6,9;1,69154;192,626;11,1007;88,6665;60,38;762,3
2018;8;17;10;24;6,89;1,36321;200,901;11,8157;84,6832;92,6;762,7
2018;8;17;11;8;6,79;1,98131;230,537;12,7914;81,2;181,8;762,7
2018;8;17;12;1;6,67;1,93781;248,156;12,5881;80,3916;262;762,7
2018;8;17;13;9;6,59;1,80015;243,571;12,7364;80,1666;309,2;762,7
2018;8;17;14;20;6,58;1,64449;233,762;12,6173;81,2749;398,4;762,6
2018;8;17;15;24;6,53;1,67866;256,932;12,6706;82,3999;240,7;762,5
2018;8;17;16;30;2,29;2,23729;227,043;12,5114;85,2999;229,2;762,5
2018;8;17;17;29;1,83;2,04262;197,296;12,6873;85,1249;104,9;762,7
2018;8;17;18;15;6,26;1,10792;39,5929;12,3522;85,7;40,82;762,9
2018;8;17;19;14;10,16;1,15556;40,9409;12,0222;87,7166;2,098;763,2
2018;8;17;20;20;13,02;1,587;61,7277;11,6791;89,1582;0,087;763,5
2018;8;17;21;26;13,22;0,684226;26,7993;11,6608;89,6582;0,205;763,7
2018;8;17;22;32;9,78;1,19798;285,879;11,5716;89,9583;0,217;763,9
2018;8;17;23;30;8,09;2,04949;180,93;11,2041;90,4833;0,257;764
2018;8;18;0;26;35,45;1,27722;106,556;11,35;90,6416;0,318;764
2018;8;18;1;27;25,15;2,33916;191,851;11,5775;89,9332;0,286;763,9
2018;8;18;2;25;6,24;4,91639;190,198;12,3165;89,6166;0,283;763,8
2018;8;18;3;18;5,72;5,43352;193,799;13,2682;87,9999;0,297;763,6
2018;8;18;4;15;5,7;5,54354;194,641;13,3465;84,8416;0,252;763,6
2018;8;18;5;13;5,5;4,94086;195,86;13,0124;83,5833;0,054;763,6
2018;8;18;6;13;5,47;5,15538;194,548;12,849;83,8583;0,006;763,6
2018;8;18;7;14;5,45;5,49404;194,886;12,6339;81,4415;0;763,8
2018;8;18;8;13;5,16;5,62829;195,044;13,0173;77,1666;5,28;764,2
2018;8;18;9;13;5,64;5,2016;195,622;15,4439;68,6273;67,92;764,4
2018;8;18;10;13;5,27;4,5494;199,927;17,3262;60,0616;213,4;764,6
2018;8;18;11;15;5,07;5,93747;205,793;19,5162;52,5583;319,8;764,7
2018;8;18;12;14;5,64;7,52816;206,097;20,1561;50,1916;606,7;764,5
2018;8;18;13;13;5,26;8,34894;203,674;22,0486;41,5683;666,1;764,1
2018;8;18;14;13;5,01;9,198;204,367;19,3628;48,6924;656,6;763,6
2018;8;18;15;14;4,98;9,38573;203,331;19,2777;43,6433;583,2;763,4
2018;8;18;16;15;5,07;9,27776;199,849;18,5107;41,6299;459,5;763,2
2018;8;18;17;17;4,73;9,14549;196,802;17,2933;41,2524;290,2;763,2
2018;8;18;18;18;4,64;8,36951;195,862;14,8841;44,3841;113,7;763,4
2018;8;18;19;19;4,97;7,33678;191,702;13,8916;42,2541;5,738;763,8
2018;8;18;20;19;5,55;5,94016;182,26;13,4641;42,2791;0;764
2018;8;18;21;18;5,55;5,46945;186,621;12,7632;46,5558;0;763,9
2018;8;18;22;16;5,79;4,72767;174,78;12,5257;50,9566;0;763,7
2018;8;18;23;16;5,64;4,7385;192,722;11,7982;55,5316;0;763,6
2018;8;19;0;17;5,65;5,77372;186,096;10,5782;62,3566;0;763,3
2018;8;19;1;16;4,74;4,33518;192,922;9,58817;66,9724;0;763,2
2018;8;19;2;17;4,53;5,36228;192,706;8,72232;70,7115;0;762,9
2018;8;19;3;18;5,96;3,75671;188,68;7,80198;76,7249;0;762,7
2018;8;19;4;20;7,08;3,33305;196,803;6,98106;79,3416;0;762,2
2018;8;19;5;21;6,77;2,78448;177,051;6,03413;82,9749;0;761,8
2018;8;19;6;21;7,59;2,95193;176,998;6,35313;81,7582;0;761,7
2018;8;19;7;20;7,49;2,57522;198,883;5,69579;84,7666;0;761,5
2018;8;19;8;21;5,6;2,52417;191,441;7,5397;78,7083;19,45;761,3
2018;8;19;9;19;6,25;3,31531;187,675;11,2155;65,6124;175,9;761,2
2018;8;19;10;20;6,03;3,81261;200,514;13,238;61,7066;364,1;761
2018;8;19;11;17;5,59;4,43623;207,465;13,8263;59,8875;471;760,5
2018;8;19;12;16;5,57;5,07882;209,856;14,5633;56,8958;638,2;760,1
2018;8;19;13;13;5,45;5,14997;212,713;15,415;51,8458;690,4;759,5
2018;8;19;14;9;5,65;5,4985;213,147;16,1324;51,215;679,9;758,8
2018;8;19;15;8;5,55;5,4512;213,743;16,2524;55,1183;605;758,1
2018;8;19;16;11;5,7;4,57125;212,691;16,7733;51,9933;475,8;757,8
2018;8;19;17;12;5,5;3,43516;209,353;16,1573;54,3216;268,3;757,7
2018;8;19;18;13;5,6;1,20287;194,064;13,8266;65,4023;118,3;757,6
2018;8;19;19;17;8,09;2,00647;41,2029;11,9424;78,4666;5,817;757,6
2018;8;19;20;19;9,01;2,71185;31,0179;10,7932;77,4916;0,029;757,7
2018;8;19;21;20;8,09;2,88649;33,9906;10,509;78,1665;0,124;757,8
2018;8;19;22;17;7,56;2,54831;33,2509;10,0957;82,7416;0,274;757,9
2018;8;19;23;17;8,69;2,26843;44,2591;9,70898;84,3999;0,385;757,9
2018;8;20;0;18;10,37;2,75408;44,7924;8,29482;87,1915;0,419;758
2018;8;20;1;18;10,86;2,65577;36,9725;7,36032;89,9165;0,416;758,3
2018;8;20;2;17;7,32;2,14685;61,264;7,02922;90,7083;0,42;758,2
