Fecha;pm25;so2;ws;wd
181007;9;1,46;1,252747042;185,6480929
181008;;;0,233044458;26,47087083
181009;;;1,334270958;100,2872792
181010;11;5,09;1,847315458;181,0247875
181011;9;2,31;2,15768425;167,0026417
181012;9;4,32;3,178989167;230,5813333
181013;9;5,01;2,42263175;197,0768583
181014;28;4,1;2,625469125;185,7619083
181015;15;3,32;1,990913938;165,9081083
181016;6;3,06;1,534085292;165,4109167
181017;8;1,11;2,022676583;175,4714333
181018;8;5,01;2,443726833;183,5403667
181019;7;3,82;2,976580208;182,9542667
181020;7;6,86;2,696641167;183,2811667
181021;11;6,51;2,45295275;181,1108083
181022;10;1,82;2,199130708;177,0880571
181023;8;1,86;1,583030042;173,7099375
181024;9;7,64;2,493583725;173,4169583
181025;9;6,01;2,012306083;182,4784292
181026;14;9,59;2,156035833;208,6969083
181027;9;4,37;2,353713125;174,5985583
181028;9;5,43;1,6588365;143,7094158
181029;5;3,22;1,075831625;212,6586917
181030;7;6,07;2,390046208;198,8805875
181031;7;4,41;2,623001958;217,4944367
181101;10;6,04;2,0671219;205,4010042
181102;8;3,94;2,070348792;190,4754583
181103;10;5,11;2,647233313;180,0955458
181104;12;6,5;2,33602075;179,8240954
181105;14;10,69;2,221656458;177,568445
181106;16;3,64;2,026193;156,4186917
181107;12;3,99;2,204935375;199,6370875
181108;11;6,93;2,339256333;178,6699333
181109;8;6,74;2,376670042;179,1133083
181110;9;4,6;1,895738375;182,0302625
181111;9;6,13;2,366423625;219,8907083
181112;6;3,64;1,947708;219,6910417
181113;6;4,35;2,899150042;180,6090625
181114;8;6,29;2,632827;195,9251208
181115;10;6,29;2,412595792;155,4398192
181116;7;7,12;2,618582321;215,6905833
181117;10;9,11;2,852287417;207,1049458
181118;13;10,5;2,276731125;191,5243508
181119;12;3,45;2,253164083;157,3418458
181120;8;4,15;2,055413625;169,2113042
181121;7;4,81;3,042216542;187,0594442
181122;8;7,39;2,627149542;196,1084167
181123;9;2;2,559754;161,8415292
181124;13;3,02;2,464655333;184,4252875
181125;13;2,3;2,777694833;168,5149596
181126;12;2,17;2,861741958;177,8055625
181127;13;2,68;2,265578917;229,6219563
181128;9;2,32;2,203474583;229,3591083
181129;10;5,39;2,738719875;239,875625
181130;13;2,78;2,144088292;164,2372
181201;10;1,33;1,358147083;207,6386954
181202;8;1,19;1,443767875;239,223475
181203;6;3,01;1,3850125;196,5601333
181204;7;2,76;1,710291125;205,4542367
181205;11;3,11;2,521267667;168,0289342
181206;10;1,67;2,679473;180,5792208
181207;15;2,45;1,9735625;241,3757963
181208;9;3,01;2,821427208;172,7956417
181209;9;3,17;2,758029;184,053027
181210;9;3,94;2,939683454;205,250475
181211;10;7,3;3,174994917;197,7141375
181212;10;6,66;2,977254708;214,5794667
181213;8;9,96;3,088342292;203,2067917
181214;9;7,15;3,253278417;209,9387917
181215;11;3,07;2,666953375;219,5632375
181216;13;2,54;2,415503833;183,7258171
181217;12;2,05;2,239639;217,1725375
181218;14;2,14;2,12387725;192,0060667
181219;12;3,12;2,368810958;235,4048333
181220;10;4,93;2,812231958;203,1349042
181221;12;1,61;2,426301167;206,4539542
181222;9;2,47;2,459382792;238,7284583
181223;13;4,38;2,809425792;245,0815833
181224;11;1,12;1,532172042;235,7795875
181225;9;1,36;1,546553738;205,2923667
181226;14;8,64;2,645097625;224,6242417
181227;10;5,67;2,704236167;209,6433958
181228;13;4,89;2,35436625;222,164725
181229;10;5,61;2,995204792;197,3078658
181230;14;3,12;2,697226917;193,7502375
181231;17;2,62;2,487470792;202,0544042
190101;21;3,19;2,640691833;232,5589708
190102;20;3,11;2,428294125;203,6486958
190103;23;2,51;2,547263779;164,03815
190104;16;1,51;2,459258417;193,5998625
190105;11;1,8;1,423862167;210,9791292
190106;17;2,52;1,935477125;177,18355
190107;9;1,44;1,873809708;206,6832208
190108;6;3,39;2,825502667;192,5373458
190109;7;4,58;2,698075125;196,6652
190110;11;4,04;2,598802446;191,7300458
190111;7;1,36;2,616915625;181,6559
190112;10;1,83;2,779800708;179,248925
190113;6;2,2;2,750285667;189,8806083
190114;12;3,93;2,767547042;158,3545583
190115;14;3,88;2,815038417;178,1232958
190116;10;2,93;2,948705875;183,7930542
190117;65;5,02;2,699631125;190,4350958
190118;27;1,12;2,273024292;182,5681083
190119;13;1,63;2,266315875;179,99715
190120;19;2,26;2,189459958;247,372075
190121;18;1,97;2,114259521;211,5911667
190122;14;2,58;2,273242333;199,7739958
190123;15;1,6;2,680241542;156,7379875
190124;12;1,43;2,401648667;219,4779625
190125;16;4,18;2,50971425;192,8026583
190126;23;2,4;1,891151625;184,1929875
190127;22;1,92;2,325116083;205,5311125
190128;20;1,64;2,237854708;182,758295
190129;15;1,44;1,854400708;164,3399192
190130;13;2,2;2,587292542;169,141325
190131;14;1,57;1,99139225;189,7284
190201;17;1,3;1,656215792;192,7398083
190202;12;2,49;1,487088375;216,8173542
190203;16;2,31;1,765031175;200,7228729
190204;12;1,66;2,196619;256,4904542
190205;;1,21;1,539168042;140,065775
190206;16;1,48;2,143447375;168,059236
190207;16;1,62;1,905395729;231,2935792
190208;21;6,77;2,034524333;178,7727875
190209;17;1,54;1,708377008;201,4996
190210;25;2,08;1,935431458;159,9630167
190211;18;3,06;2,499812792;152,1055958
190212;10;0,93;1,77192225;166,6448375
190213;11;4,2;2,500666625;179,5846958
190214;24;3,37;1,821370667;180,3082125
190215;23;1,38;1,983577;183,590125
190216;14;1,41;1,346514458;205,2870542
190217;21;2,56;2,652460125;164,7363125
190218;22;2,38;1,871943792;218,5224167
190219;15;2,57;1,963055458;242,39225
190220;13;1,71;1,759410708;165,46885
190221;11;1,66;1,795166125;175,6578958
190222;9;2,81;2,6458285;186,9240375
190223;16;3,87;2,297896833;193,5766175
190224;14;1,9;2,29290175;183,2466583
190225;11;1,92;2,194467042;146,7599375
190226;12;2,9;1,840107529;178,85545
190227;15;2,03;2,061397167;183,0467042
190228;15;3,39;1,939468304;225,211175
190301;13;3,86;1,667279958;161,1801667
190302;14;1,16;2,015528875;162,9755708
190303;11;3,04;2,094615583;206,1800792
190304;;;1,005900292;97,38173333
190305;14;4,13;2,269640292;169,1108538
190306;12;1,98;2,249264708;161,6829833
190307;9;3,91;2,132802917;197,2512539
190308;9;2,51;1,715110042;204,8273717
190309;12;1,19;1,739412625;174,7579958
190310;12;1,94;1,980011542;159,6550875
190311;11;3,13;2,280534958;166,4494792
190312;13;4,76;1,803663708;191,41875
190313;18;3,36;1,5480725;187,0446592
190314;14;2,14;1,618221625;208,9891042
190315;13;1,94;2,008071458;178,3483167
190316;12;2,37;2,199344208;147,9751529
190317;17;3,23;2,1254345;169,9874
190318;14;4,04;2,18668475;182,8142583
190319;16;6,59;2,351124513;174,4350458
190320;20;3,05;1,988412875;147,78895
190321;17;2,41;1,8218045;157,5458042
190322;16;2,63;1,61704975;190,3275042
190323;19;3,62;1,614785333;184,7885958
190324;19;2,17;1,0987605;199,7118342
190325;13;2,93;1,609846375;218,1846375
190326;22;4,56;0,958906042;175,1914871
190327;23;5,34;0,8853795;188,7058917
190328;;4,53;1,515135708;149,14565
190329;20;5,19;1,825148083;198,8692417
190330;24;4,97;0,943704;224,2734333
190331;11;2,34;1,695146958;185,8768
190401;19;4,65;1,145438717;162,1687958
190402;20;2,64;1,046290667;169,039175
190403;13;1,37;0,711522888;201,8426708
190404;13;5,27;1,661668875;179,0726458
190405;17;5,16;1,110889692;194,1287292
190406;19;3,76;0,929811625;170,3064375
190407;19;0,98;0,779185667;207,814575
190408;17;5,1;0,999743554;224,9972083
190409;16;5,13;1,471922667;191,8264167
190410;19;3,3;1,443356583;215,1927708
190411;21;1,87;1,129934333;236,4357667
190412;15;1,78;0,733827425;180,0766208
190413;19;3,76;1,03292;184,3042875
190414;24;2,53;1,33046025;151,6961604
190415;18;5,85;1,112237;146,5303458
190416;16;7,32;1,336486333;157,7938208
190417;17;2,04;0,915836917;148,9542583
190418;21;1,24;0,71891875;151,6810842
190419;19;4,03;1,137565833;158,3832125
190420;15;3,33;1,071121846;165,7386113
190421;27;5,84;1,431916125;148,8952779
190422;17;4,47;2,028107833;148,9186125
190423;27;4,58;1,162924583;149,9360042
190424;25;2,91;0,757101083;136,0401833
190425;18;2,93;1,757675125;143,0901875
190426;13;4;1,777478583;121,742125
190427;23;4,09;1,714794417;145,6045292
190428;25;8,28;1,7587335;170,1352625
190429;15;4,42;1,504153042;150,4961481
190430;18;4,23;1,814635431;129,5414717
190501;25;4,91;1,6771675;137,5378867
190502;;6,8;1,651869054;155,9349917
190503;7;7,38;1,169637458;178,81552
190504;10;4,4;1,372373825;182,5465667
190505;16;8,98;1,333080242;189,6338833
190506;13;2,02;1,207931875;199,9911896
190507;14;3,51;1,63509025;194,9956667
190508;21;3,31;0,85032525;174,3845083
190509;16;2,58;1,608127042;135,2354583
190510;15;3,97;1,837658708;136,8388958
190511;26;5,7;1,861923792;137,3940258
190512;28;5,44;1,518810358;154,8391121
190513;26;3,08;1,370855042;158,5647333
190514;37;17,68;1,054622925;215,2678042
190515;23;2,04;0,758108458;132,6245138
190516;11;0,84;1,244570042;160,3100338
190517;14;6,79;1,357075958;162,9602417
190518;19;10,03;1,790103417;183,06965
190519;23;8,23;1,222009667;192,7960079
190520;18;4,51;1,847049875;170,5178692
190521;16;8,82;1,813016;140,4843375
190522;20;9,23;1,754631167;148,699625
190523;25;8,5;1,692479708;128,8911958
190524;40;11,78;1,055632125;126,6515542
190525;32;2,24;1,548249875;96,09916667
190526;15;1,34;1,411657229;131,8877208
190527;14;2,29;1,341472917;121,4407683
190528;;4,57;1,557851417;153,7397167
190529;10;1,91;2,3837805;102,2356125
190530;7;0,97;1,330402667;144,1133917
190531;8;0,93;1,78736275;146,5580708
190601;12;1,77;1,902103333;160,1633708
190602;21;4,81;1,080997167;139,42805
190603;23;7,21;1,527977875;135,2319833
190604;19;19,39;0,872991283;144,914425
190605;21;6,43;1,186569313;173,19965
190606;13;4,22;1,39519975;193,001025
190607;14;10,71;1,51728275;177,2443458
190608;21;10,56;1,417649917;118,0037658
190609;17;5,93;1,571793792;144,2831792
190610;17;3,72;1,166835958;158,8852292
190611;12;1,28;1,784790667;96,85423333
190612;12;0,99;2,354802917;137,0538125
190613;9;1,87;0,933778292;113,9285458
190614;6;1,66;1,43022975;129,0627083
190615;10;1,22;1,672562792;117,8893417
190616;10;1,07;1,857210542;113,7666625
190617;11;1,1;1,58145425;85,63554167
190618;10;6,17;1,5731435;152,2317833
190619;17;7,76;1,032303625;99,07264583
190620;19;1,85;1,217714417;163,3890667
190621;19;5,2;1,476870417;142,5306417
190622;27;4,62;1,014232292;130,9422333
190623;21;12,6;1,0641151;180,9137208
190624;13;6,49;1,181216792;202,6002708
190625;10;19,16;2,053649954;189,890425
190626;17;5,9;1,275841867;129,5366556
190627;12;2,77;1,431629417;114,616525
190628;6;1,03;1,754727167;93,00161667
190629;7;3,37;2,328167375;146,0807042
190630;14;6,43;1,177779458;153,1694333
190701;18;6,77;1,313798917;137,3143875
190702;20;9,82;1,265181083;153,32245
190703;21;13,23;1,507346146;167,6258042
190704;20;10,3;1,48088625;147,9947213
190705;19;5,8;1,106108;124,1486417
190706;15;1,29;1,458929125;105,2073588
190707;13;2,04;1,199237;128,3971458
190708;14;2,39;0,813171358;154,2697213
190709;15;2,85;1,119777542;159,1541375
190710;19;22,06;0,871748;131,7076625
190711;14;14,79;0,909912458;128,7708875
190712;17;18,55;1,08499925;171,7776667
190713;20;23,31;1,303944083;129,6063667
190714;17;10,7;1,738519375;140,0008063
190715;21;6,15;1,095287625;113,7149625
190716;17;5,07;1,619708167;123,3609292
190717;17;5,24;1,358587458;163,9749042
190718;18;9,91;1,558077388;153,3695333
190719;22;7,72;1,611429333;137,5067208
190720;28;3,17;1,230813875;115,3718675
190721;13;3,95;1,272277292;139,4507625
190722;10;13,33;2,387904833;165,45255
190723;15;4,35;1,491986542;142,0136417
190724;20;3,14;1,690828208;134,7290208
190725;13;2,64;1,771223625;130,5747625
190726;20;8,25;1,385844208;152,816525
190727;28;5,18;1,445191708;147,907425
190728;22;3,67;0,971501863;157,7471992
190729;20;8,5;1,319657917;164,5889542
190730;18;13,19;1,325247375;184,0602708
190731;16;17,08;2,712866667;184,4573817
190801;14;28,82;3,743827833;194,98275
190802;20;11,82;1,806866292;192,6874292
190803;25;6,06;1,25276225;121,2114083
190804;27;6,31;1,116765958;159,3949542
190805;19;3,13;1,236060042;153,338875
190806;19;5,46;2,513214;171,3721917
190807;12;11,11;2,817221917;186,6369583
190808;13;2,66;1,869956;141,8723625
190809;17;3,07;1,965922875;161,5575625
190810;20;5,35;1,7190353;175,9669958
190811;15;6,9;1,736806208;169,8221875
190812;13;5,39;1,382946417;152,3183717
190813;22;10,57;1,187655454;109,9165821
190814;17;1,09;1,409558625;157,3877254
190815;16;1,01;0,743648583;174,8806771
190816;9;1,15;0,936168542;180,6971292
190817;11;3,29;1,863696208;134,9958083
190818;19;10,22;0,904441713;160,32933
190819;21;11,76;1,067730583;169,456325
190820;19;3,95;1,460257667;149,0427542
190821;16;3,79;1,248535292;164,6052958
190822;20;3,38;1,441628417;147,6412417
190823;21;2,86;1,534769708;149,0292208
190824;19;2,67;1,443788792;147,4062375
190825;13;1,34;1,338510833;158,815
190826;11;3,77;1,516714708;181,0923375
190827;19;7,65;1,658899833;201,47945
190828;14;2,69;1,427225417;182,1127083
190829;9;3,81;0,885373946;161,4624544
190830;9;2,53;1,337860125;126,376675
190831;15;2,77;1,932861125;146,0019433
190901;20;4,98;1,975287625;174,6944667
190902;14;2,61;1,911579417;180,2638125
190903;16;4,58;1,786786583;152,3589417
190904;13;0,99;2,098096542;164,2606083
190905;10;1,06;1,449834958;169,7320333
190906;13;4,39;1,432926792;157,7188917
190907;8;1,66;1,727962583;152,8847167
190908;7;5,32;2,25722;215,4591542
190909;5;0,82;2,130064625;140,02465
190910;8;1,24;1,875382667;143,238615
190911;9;4,33;1,977702625;171,5870525
190912;14;4,02;1,848093958;195,0935125
190913;13;0,9;1,623907667;165,3407667
190914;11;1,02;2,100076208;198,4043613
190915;9;4,38;2,789761208;172,4470958
190916;8;4,58;2,617201542;190,7033667
190917;14;1,14;2,13529875;146,2616208
190918;19;3,66;3,054096792;167,73515
190919;19;4,8;1,68768975;168,1320292
190920;24;7,03;2,605105083;170,8301208
190921;22;4,15;2,149588917;147,8743875
190922;12;1,18;1,602944638;201,0184708
190923;12;2,84;2,098033333;221,2416292
190924;16;5,8;1,719496292;186,7828458
190925;21;17,81;1,416239917;187,2820625
190926;9;1,22;1,806557667;195,1676
190927;6;1,1;1,806535792;175,3643625
190928;13;2,58;2,679185875;151,3080292
190929;;;1,116202375;135,4268613
190930;6;3,11;2,650841042;213,1837917
191001;7;6,25;2,375691083;188,6456667
191002;8;8,48;3,303304625;169,5877125
191003;8;3,47;3,796833542;165,1805958
191004;11;5,14;2,965452083;180,7824708
191005;16;5,82;2,646139875;186,2721833
191006;14;11,97;2,638145;183,2882125
191007;13;7,53;2,301643333;189,4478513
191008;16;4,76;1,994236667;172,8570208
191009;17;3,66;1,461672125;161,8119004
191010;13;3,78;1,648350958;204,5668458
191011;16;10,02;1,640543667;244,5742613
191012;19;5,33;1,871901704;188,7120717
191013;19;3,19;1,886025875;192,5458417
191014;9;2,57;1,936641458;175,7599208
191015;11;3,2;2,496887708;191,7117067
191016;12;3,03;1,882804208;199,793775
191017;11;7,52;3,135696917;207,2289583
191018;12;3,6;2,445656208;186,0871817
191019;12;2,86;1,551661125;227,0461167
191020;12;4,41;2,827330792;196,9294083
191021;16;7,33;2,398151708;191,7251004
191022;17;3,47;2,089298708;184,5788708
191023;13;2,93;2,177708371;168,0020875
191024;14;4,42;2,704287458;195,5453292
191025;13;5,47;2,256022479;189,5621483
191026;9;4,96;2,637261125;172,2392375
191027;7;6,45;2,337687;183,0317083
191028;8;4,58;2,425343083;201,869225
191029;9;6,77;3,191400458;166,3444
191030;13;5,86;2,76456725;200,1281167
191031;11;4,72;2,824961375;171,0165958
191101;10;7,21;2,480062667;189,3008208
191102;19;4,02;2,543829333;189,2789096
191103;14;3,18;2,827669458;235,204625
191104;12;3,67;3,096142625;209,25355
191105;16;3,23;2,547349667;176,4566708
191106;17;3,12;2,3439545;192,798536
191107;15;2,85;1,947430958;183,9633792
191108;14;2,74;1,680899333;239,9963917
191109;18;3,32;1,662340667;200,7758667
191110;16;6,19;2,089514375;221,9282875
191111;8;3,84;1,760682208;206,8584
191112;9;4,1;2,035398458;219,2352458
191113;12;4,18;2,513077083;218,7702458
191114;12;4,94;2,731605;210,2753333
191115;13;3,69;2,088840375;222,9398325
191116;9;4,49;2,608026;237,1979458
191117;27;8,62;2,51191875;191,3085375
191118;25;4,76;2,065781167;197,3312417
191119;26;2,75;3,193857875;204,2753625
191120;17;3,36;2,14592525;201,3131122
191121;12;3,21;1,797078125;174,031025
191122;12;3,04;1,75721275;209,0882226
191123;11;3;2,125370875;164,2333792
191124;11;3,22;2,672465375;180,5259958
191125;15;6,73;4,213226;190,7644792
191126;15;6,93;3,776186417;196,93025
191127;17;5,77;2,725517167;213,5731333
191128;18;3,8;2,833438667;202,9463542
191129;11;5,65;2,604702842;208,77035
191130;18;4,14;2,429792333;222,9248579
191201;15;3,25;2,817598208;215,350825
191202;10;4,13;2,922451375;211,7609875
191203;15;2,97;2,469988083;197,4168958
191204;19;3,38;2,474824458;200,7667425
191205;21;3,47;2,12685875;200,4793875
191206;12;2,85;2,840097875;256,8460417
191207;9;4,29;2,756108917;227,8917083
191208;12;6,62;2,647274042;217,930975
191209;17;8,61;2,798232542;239,28
191210;9;4,45;2,776247583;203,6569958
191211;11;4,85;2,588153;224,6601667
191212;14;3,07;1,876146583;204,551
191213;18;3,54;2,62395825;192,2994038
191214;14;4,47;2,285245708;216,2594255
191215;17;8,29;2,773527792;192,3573475
191216;17;3,64;2,828045125;207,2396988
191217;18;3,05;2,418142625;188,813875
191218;13;2,86;1,694333625;201,1022333
191219;8;3,1;2,043302208;179,3302958
191220;18;5,43;2,535645833;203,0352167
191221;19;3,26;2,328063917;213,4170209
191222;20;6,54;2,18631525;187,2930925
191223;21;4,41;2,452237125;217,2311292
191224;;3;2,457336375;186,7899167
191225;15;3,7;2,643202017;209,6183708
191226;15;3,24;2,28451275;205,2184054
191227;12;2,99;2,478214292;231,3827583
191228;14;3,13;2,161885375;199,025175
191229;17;3,24;2,615477625;208,3295083
191230;19;3,34;1,99259575;235,7412042
191231;20;3,05;2,291265667;244,921
200101;12;3,47;2,357817625;269,3267083
200102;14;3,03;2,479559875;184,2771625
200103;12;3,51;2,693564125;231,5056346
200104;16;2,94;2,560376833;204,83845
200105;16;3,07;2,209833708;237,1930542
200106;11;3,48;2,376087708;221,2262583
200107;15;6,71;2,748582792;202,0256917
200108;10;2,81;2,307325208;214,05557
200109;15;3,12;2,777719833;173,8557917
200110;20;3,04;2,528812292;205,9564333
200111;22;3,15;2,127031958;240,2036625
200112;14;2,91;2,512882708;248,238375
200113;13;3,09;3,1956205;222,0755292
200114;10;3,1;2,351936583;237,7176833
200115;20;2,82;2,468095458;230,7995325
200116;31;3,19;2,055178833;217,3628042
200117;27;2,87;1,934458708;195,5716875
200118;24;3,4;2,077516625;205,8947
200119;15;2,69;1,959357129;251,3404583
200120;15;3,25;2,89198375;235,362375
200121;11;2,71;2,265168792;273,6634
200122;10;2,65;2,065278167;195,6894667
200123;9;2,68;2,324647846;189,940275
200124;9;2,74;2,396962375;174,7104375
200125;;3,58;1,943253833;181,3774042
200126;13;2,91;2,280534708;236,23325
200127;14;2,88;2,262988208;252,78975
200128;13;2,81;2,323242583;260,2058167
200129;13;3;2,59633625;222,5363417
200130;14;2,91;2,00848625;153,4257792
200131;15;3,08;2,211855917;221,9772521
200201;16;4,87;2,198179625;203,233625
200202;17;2,96;2,305733375;170,1721417
200203;14;4,86;2,769633875;162,6624042
200204;15;3,8;3,568125333;170,0026075
200205;12;5,12;2,839938792;203,6651542
200206;14;4,48;2,691368958;198,0074167
200207;15;3,24;2,210204292;199,2673482
200208;22;2,94;2,22369825;198,2341917
200209;21;9,11;1,802940833;223,3962346
200210;13;3,21;2,228201208;226,5374792
200211;11;3,93;2,476512417;234,8571917
200212;13;4,67;2,930570042;244,7497917
200213;17;3,41;2,807087042;211,3470079
200214;27;3,16;2,095995042;185,085705
200215;20;2,98;2,412992458;211,0010375
200216;12;2,91;2,401699958;230,3237667
200217;10;3,37;2,755319708;226,9548479
200218;15;2,93;2,351837833;191,1800917
200219;15;2,76;2,299488083;234,1923083
200220;19;2,6;2,461881333;179,3289875
200221;15;2,68;1,681426667;201,4101167
200222;17;2,97;1,892291292;170,1856217
200223;18;3,35;1,980204333;155,5247375
200224;14;3,27;2,189923542;164,8733542
200225;13;5,14;2,517199;169,5782917
200226;14;3,02;1,92316425;200,5629625
200227;13;3,73;1,955765042;241,3509625
200228;11;3,8;1,92049625;239,973375
200229;12;3,06;1,7923235;255,4116542
200301;10;4,06;2,198194458;259,0550833
200302;7;2,79;2,164869542;254,2301667
200303;11;7,26;1,797586292;204,0922125
200304;12;4,2;2,2072718;205,1632667
200305;9;7,99;1,391430167;164,3996542
200306;13;2,76;1,653412042;150,1828558
200307;16;2,84;1,990026375;164,4994208
200308;12;2,75;2,231014875;192,7436333
200309;14;2,76;2,122591667;183,8344625
200310;11;2,5;2,1519545;167,9254542
200311;10;2,48;2,174725;203,5811875
200312;10;3,5;1,655937958;145,0754292
200313;8;4,43;2,415903333;186,9783083
200314;10;3,64;2,414015208;202,8996208
200315;;2,55;1,349124542;96,50962917
200316;9;2,4;2,155807458;222,7697829
200317;12;3,35;2,265232458;177,2939833
200318;11;2,99;2,095075833;154,2547667
200319;13;4,88;2,37993125;240,7549583
200320;16;2,79;1,62913125;186,3410217
200321;9;2,31;1,391356408;127,4010625
200322;9;3,95;2,052616625;158,9048417
200323;9;4,58;2,447344125;144,4804917
200324;10;2,99;2,5135105;150,7355375
200325;8;5,13;1,73902405;168,6543125
200326;9;2,52;1,6027045;230,0740667
200327;6;2,61;1,598675875;209,863375
200328;10;3,07;1,918831292;215,476375
200329;14;10,05;2,217141458;192,7403417
200330;12;3,01;2,25409925;174,6946792
200331;12;2,95;2,300270021;188,7444708
200401;16;2,74;2,137873958;147,3679175
200402;22;2,71;1,914996375;139,9952542
200403;20;2,59;1,890659617;177,7353875
200404;15;2,45;1,646704;173,9364083
200405;15;4,9;1,896552875;220,8931092
200406;15;4,4;2,009119167;160,4842125
200407;20;2,54;1,753127208;155,6849208
200408;20;2,93;1,306392417;156,7785583
200409;15;3,49;1,6925105;224,26525
200410;11;3,49;2,094053375;225,43725
200411;16;4,35;1,79875925;178,8379954
200412;17;2,97;1,546003917;199,2532504
200413;18;3,81;1,954147917;170,2359296
200414;21;3,12;1,925534954;160,1789917
200415;23;2,89;1,925405708;151,6576125
200416;24;3,21;2,257529;145,9409542
200417;14;5,43;1,673088833;169,6249042
200418;12;5,2;1,576121917;147,5878458
200419;10;4,76;1,725945542;172,3602917
200420;14;3,63;1,812306833;161,1843875
200421;16;3,14;1,717042625;172,1113375
200422;14;5,08;1,181960667;228,248425
200423;8;2;1,661855375;180,7441042
200424;7;1,95;1,637871208;123,9612517
200425;9;2,24;2,119159792;143,2694042
200426;7;2,55;1,787139583;136,144175
200427;4;2,84;2,100590625;155,4187167
200428;11;17,81;2,408102129;175,5273838
200429;12;4,03;2,096880871;146,6292208
200430;14;5,26;1,985044208;153,916075
200501;14;3,09;2,123538608;179,93175
200502;12;3,63;1,927640375;187,7481292
200503;15;6,95;2,202646333;172,157625
200504;19;5,59;1,751191083;163,1339042
200505;19;4,06;1,586384375;152,7677617
200506;15;2,99;1,725422417;135,8284888
200507;13;2,81;1,770571875;147,2995958
200508;17;3,71;1,218539708;177,1166375
200509;24;8,15;1,957879375;198,7496667
200510;14;11,74;1,884250471;199,9141167
200511;16;3,15;1,820391792;167,129225
200512;17;3,18;1,710036417;135,0593667
200513;19;7,03;1,804437792;155,4073875
200514;19;6,33;1,8609495;164,6828083
200515;20;6,56;1,832728958;172,0042375
200516;18;7,01;1,550709104;230,0175708
200517;14;2,88;1,400116833;135,1164083
200518;12;2,27;0,821950333;157,4805496
200519;15;2,44;1,131151208;191,606275
200520;17;4,41;1,010235792;180,4653042
200521;15;5,92;1,751223083;148,3686425
200522;16;5,55;1,644006125;134,7210875
200523;27;8,61;1,492167375;170,4686333
200524;24;8,93;1,625305458;161,1377
200525;;7,87;1,959821875;195,3991542
200526;13;2,24;1,350443463;141,0239125
200527;15;2,58;0,911840417;186,7035833
200528;14;2,54;1,533549667;155,0934379
200529;21;3,3;1,202665958;167,4921083
200530;23;3,77;1,648309292;164,6835425
200531;19;3,52;1,533491846;159,2393308
200601;18;3,55;1,769619833;138,7380917
200602;15;3,56;1,476363375;136,137925
200603;6;2,58;1,918544708;140,3656417
200604;13;2,83;2,1536765;122,6812042
200605;14;3,88;2,114511083;128,663175
200606;19;3,76;1,423636375;140,5251167
200607;17;2,74;2,13739025;124,6068792
200608;15;5,35;1,596896417;129,7613792
200609;18;5,07;2,05855875;154,4433083
200610;16;4,33;1,864137542;124,61295
200611;9;2,46;2,568185833;150,0301625
200612;7;4,09;2,213615042;198,9933458
200613;20;6,8;1,546241083;159,0634729
200614;19;7,57;1,579709458;171,8311375
200615;8;2;2,501977208;147,8908208
200616;7;2,39;2,117262458;136,9332417
200617;8;2,37;2,782990458;108,6341792
200618;10;2,5;1,42989;98,89378833
200619;9;2,46;1,324408;127,246275
200620;11;2,49;0,889831542;170,2158213
200621;12;3,71;1,720457571;126,7742083
200622;11;3,17;1,218790792;147,259932
200623;7;3,36;1,769005583;199,1772404
200624;5;2,72;2,2015475;154,783075
200625;12;4,13;1,351642542;157,4075042
200626;16;5,08;1,574942458;166,7260208
200627;24;5,09;1,444666958;111,3048163
200628;14;3,19;1,455779458;156,2353917
200629;7;2,42;2,813004667;169,2184042
200630;7;3,02;1,905947;144,2509092
200701;11;7,86;1,33709975;175,1699125
200702;15;6,05;1,716017292;171,0506167
200703;15;13,21;1,111732583;140,3471625
200704;9;3,11;2,190642833;161,2374125
200705;7;6,35;2,157406625;144,7113
200706;11;3,76;1,54397425;140,5456625
200707;8;2,57;1,530226125;103,6893851
200708;9;2,8;2,024483125;122,269225
200709;15;7,94;1,606361042;154,2900029
200710;18;7,78;1,465964375;160,1943138
200711;19;7,97;1,255951667;115,0384704
200712;19;5,79;1,584915292;137,36795
200713;21;7,57;1,460522083;162,639175
200714;20;11,05;1,538906742;166,7989313
200715;13;5,29;1,311166708;101,6940333
200716;12;4,48;1,663432375;117,54445
200717;8;2,53;2,02676425;95,2503
200718;7;2,48;1,5336265;168,4256125
200719;9;2,5;1,515929958;158,5108254
200720;6;2,43;1,727493333;143,7945292
200721;6;2,44;1,751858708;106,9790458
200722;7;3,2;2,294209667;131,085575
200723;9;2,77;2,147264208;122,9443708
200724;12;4,05;1,879875792;150,552915
200725;15;6,54;1,8440505;160,3062708
200726;15;6,63;1,8110485;174,614175
200727;14;8,9;2,239689292;172,7491083
200728;16;4,01;1,804889583;140,5066446
200729;18;4,75;1,729300958;169,3736583
200730;12;4,48;2,003505875;144,5220875
200731;18;9,8;1,382778375;155,3604279
200801;14;2,99;1,256337167;139,6638092
200802;16;4,22;1,946687375;167,7328958
200803;11;5,95;1,38115275;151,6794417
200804;18;10,67;1,20006625;179,231775
200805;12;4,41;2,949241667;174,4120875
200806;14;8,33;1,911941042;184,1148792
200807;21;7,33;1,787091292;184,0358125
200808;24;5,92;1,439038708;147,2048708
200809;15;5,05;1,599742875;156,0236584
200810;12;7,94;2,9266145;157,5584333
